<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
loading/tip117;Heeresversuchsanstalt Peenemünde was a military proving ground largely responsible for the creation of the dreaded V 2 rocket and other experimental weapons. The facility was targeted by Allied forces under Operation Crossbow from 1943, and fell to Soviet forces in May 1945.;;;;;;;;;;;;;;;;;;;;;
loading/tip118;In the Pacific Theatre of WWII, Australian medics stopped bearing the Red Cross and armed themselves after a number of medics were targeted by Japanese snipers.;;;;;;;;;;;;;;;;;;;;;
loading/tip119;"In 1983 (ROC Year 72), the nomenclature for Taiwanese small arms and artillery was changed modified to remove the word ""Type"" (Shi) and replace it with the letter ""T."" For example, a weapon indexed Type 65 now be called T65, both domestically and for export.";;;;;;;;;;;;;;;;;;;;;
loading/tip120;"Taiwanese small arms and artillery are named for their year of approval in the Republic of China calendar. Since 1912 is the year 1, an item approved in the year 1976 would be indexed as the ""Type 65.""";;;;;;;;;;;;;;;;;;;;;
loading/tip121;In an effort to maintain secrecy, new German artillery designs developed in the early interwar period used the year 1918 instead of the year they were designed. The 8,8cm Fla.K. 18 for example, was developed in the 1920s.;;;;;;;;;;;;;;;;;;;;;
loading/tip122;English and some other languages use a period (.) as a decimal point and a comma (,) as a thousands separator, however many foreign languages have this reversed.;;;;;;;;;;;;;;;;;;;;;
loading/tip123;Afghanistan IED attacks on ISAF troops went from 81 instances in 2003 to 7,228 in 2009. By early 2008, 80 percent of American casualties were caused by IEDs. After MRAPs were introduced in force by Nov 2008, the casualty rate fell to 5 percent.;;;;;;;;;;;;;;;;;;;;;
loading/tip124;In 2011 the Pentagon estimated that the widespread introduction of MRAPs had saved 30,000 lives in Afghanistan and 10,000 in Iraq.;;;;;;;;;;;;;;;;;;;;;
loading/tip125;Shortly after the Korean War, Taiwan received a number of 155mm M114 howitzers from the United States. In 1976, it was decided to make a domestic copy of the M114A1, known as the T65. It would enter service in 1980.;;;;;;;;;;;;;;;;;;;;;
loading/tip126;Officially, the M40 recoilless rifle had a calibre of 106mm even though the actual barrel diameter was 105mm. This was done to avoid use of ammunition for the failed 105mm M27 recoilless rifle, which was not compatible.;;;;;;;;;;;;;;;;;;;;;
loading/tip127;The National/NATO Stock Number is a code used to standardize materiel throughout NATO. The 13-digit number is broken down into a 4-digit FSCG, which attempts to categorize the item, and a 9-digit NIIN, which includes a 2-digit NCB to determine nation of origin.;;;;;;;;;;;;;;;;;;;;;
loading/tip128;Nike Missile Site SF-88 was opened in 1954, originally armed with Nike Ajax, it would later receive Nike Hercules missiles. No missiles were launched from the site, until 2009 when MythBusters tested scale rockets from a Turkish missile myth from the 1630s.;;;;;;;;;;;;;;;;;;;;;
loading/tip129;German standardization efforts in the 1930s brought the number of bikes and trucks in service with the Wehrmacht from hundreds of unique models down to half a dozen in each category, with some parts commonality.;;;;;;;;;;;;;;;;;;;;;
loading/tip130;Oberfeldwebel Alexander Ulhig led the remaining 32 men of 16./Fs.Jgr-Rgt. 6 against the 358th Infantry Regiment in Saint-Germain-en-Seves. His force held out against 2 battalions, while also taking 250 prisoners. He was awarded a Knights Cross for his efforts.;;;;;;;;;;;;;;;;;;;;;
loading/tip131;"Klaus Barbie, an S.D. officer known as the Butcher of Lyon, would be evacuated by U.S. Intelligence after the war and later tracked down by French authorities. After asking questions in Spanish, they asked in French if he had ever been to Lyon, Klaus responded ""No"" in German.";;;;;;;;;;;;;;;;;;;;;
loading/tip132;John Rabe, of Siemens AG, helped set up a safety zone during the Nanjing Massacre which saved around 250,000 people. Upon returning to Germany, he was arrested as a suspected Chinese collaborator. His diaries were confiscated, but rediscovered 60 years later.;;;;;;;;;;;;;;;;;;;;;
loading/tip133;During Operation NAVY HELP in Dec to Jan 1974, members of the Women's Royal Australian Naval Service (WRANS) were used as motorcycle messengers before telephone and radio communication could be re-established.;;;;;;;;;;;;;;;;;;;;;
loading/tip134;The kl.Kett.Krad. f. schw.Fe.Fe.Kab. (Sd.Kfz. 2/1) and kl.Kett.Krad. f. schw.Fe.Kab. (Sd.Kfz. 2/2) were modifications of the Kettenkrad used to lay communication lines over long distances.;;;;;;;;;;;;;;;;;;;;;
loading/tip135;The kl.Kett.Krad. (Sd.Kfz. 2) was a motorcycle halftrack developed by NSU as a light prime mover and utility vehicle. It could tow a small trailer or light guns with their crew, or carry supplies over rough terrain.;;;;;;;;;;;;;;;;;;;;;
loading/tip136;"The Howitzer, 240mm, M1918MI was given the nickname ""Black Dragon"", and the Gun, 8-inch, M1 ""Black Panther"".";;;;;;;;;;;;;;;;;;;;;
loading/tip137;Italian troops deployed to Somalia under UNITAF in 1992 to 1993 were one day approached by Askari Scirè - an elderly Somalian man adorned in a full Fascist-era Italian uniform with a Mod. 91/38 rifle, who had arrived to 'resume service'.;;;;;;;;;;;;;;;;;;;;;
loading/tip138;The AKK90 (or TY90) is a Chinese helicopter-to-helicopter IR-guided missile, often regarded as the first such design in the world. It offers exceptional low-altitude performance, is equipped with powerful anti-jamming technology, and utilizes a specialized anti-helicopter warhead.;;;;;;;;;;;;;;;;;;;;;
loading/tip139;One of Ireland's Comet tanks, TYI 433, caught fire on 11 Aug 1962 and had irreparable damage to the turret. Making use of the serviceable hull, the turret was removed and replaced with a Bofors 90mm PV 1110 recoilless rifle with tests with the weapon occurring on 27 Jan 1969.;;;;;;;;;;;;;;;;;;;;;
loading/tip140;The Battle of the Chinese Farm, fought during the Yom Kippur War, was so-called becuase Israeli intelligence mistook Japanese characters on Egyptian-owned agricultural equipment as Chinese.;;;;;;;;;;;;;;;;;;;;;
loading/tip141;The 9-Dash Line (PRC) or 11-Dash Line (ROC) are the maritime claims of China and Taiwan, notable for extending deep into the South China Sea. These claims date to mid-1940s and overlap the maritime claims of at least 4 other nations, remaining a point of political contention.;;;;;;;;;;;;;;;;;;;;;
loading/tip142;Operation HAMBURGER was the name given to the naval delivery of men and supplies to Sparrow Force in Japanese occupied Timor, beginning on 27 May 1942. These supply operations would continue until the evacuation of the troops on 10 Jan 1943.;;;;;;;;;;;;;;;;;;;;;
loading/tip143;On 4 May 2005, the USMC recalled 5,277 Interceptor OTV combat vests due to concerns of inadequate protection. On 27 Dec 2005, the memorandum was amended for a total of 10,359 vests to be recalled.;;;;;;;;;;;;;;;;;;;;;
loading/tip144;"The English word ""flak"", meaning adverse criticism, is derived from the German term for anti-aircraft cannons, Flugabwehrkanone, or Fla.K.";;;;;;;;;;;;;;;;;;;;;
loading/tip145;The initial model of the AR-15 was the Colt Model 01. After successful combat trials, the Air Force would trial an updated version as the Model 02. Once production was secured, the type would be split between the Army Model 03 (XM16E1) and Air Force Model 04 (M16).;;;;;;;;;;;;;;;;;;;;;
loading/tip146;While the XM16E1 was seen as a failure in the eyes of the US soldier, the only problems were mostly due to production issues. Quirks such as bad powder loads along with poor equipment and contractor quality were resolved, and the weapon was later redesignated M16A1.;;;;;;;;;;;;;;;;;;;;;
loading/tip147;Heinz Günther Guderian served as the Bundeswehr's Inspizient der Panzertruppe between 1967 to 1974. The same post held by his father in the Wehrmacht, Heinz Wilhelm Guderian, from Feb 1943 to Jul 1944.;;;;;;;;;;;;;;;;;;;;;
loading/tip148;During exercises on 19 Feb 2002, Royal Marines originally intending to land on Gibraltar ended up in the neighboring town of La Linea in Spain, with the Marines being informed by Spanish fishermen that they had landed in the wrong place.;;;;;;;;;;;;;;;;;;;;;
loading/tip149;The Treaty of Windsor signed in 1386 solidifies the alliance between the crowns of Great Britain and Portugal. This alliance is currently the longest lasting alliance between two nations in existence.;;;;;;;;;;;;;;;;;;;;;
loading/tip150;On 7 Mar 2024, Sweden became the 32nd member of NATO, following international condemning of Russia's actions in Ukraine. This action ended Sweden's 190 years of neutrality.;;;;;;;;;;;;;;;;;;;;;
loading/tip151;On 4 Apr 2023, Finland became the 31st member of NATO, following international condemning of Russia's actions in Ukraine. Finland had been neutral since the Second World War.;;;;;;;;;;;;;;;;;;;;;
loading/tip152;"Australian troops are frequently credited as the first combat troops from Australasia to arrive in the North African theatre, however; New Zealander troops had formed the majority of personnel in the Long Range Desert Group (LRDG) on its formation and preceded the Australians.";;;;;;;;;;;;;;;;;;;;;
loading/tip153;"On 22 Feb at the 1980 Winter Olympics, the U.S. Hockey team beat the reigning champions, the USSR, 4-3 in an event known as the ""Miracle on Ice"". Men aboard the USS Coral Sea learned of this event when a Tu-95 pilot relayed their congratulations to an intercepting F-4 fighter.";;;;;;;;;;;;;;;;;;;;;
loading/tip154;In 2010, British sniper Craig Harrison claimed the world record for a long-distance kill with a sniper rifle, eliminating a Taliban fighter from 2,475m.;;;;;;;;;;;;;;;;;;;;;
loading/tip155;In 2017, a Canadian JTF2 sniper claimed the world record for a long-distance kill with a sniper rifle, eliminating an Islamic State fighter from a distance of 3,540m, beating the previous record of 2,475m. The Canadian military confirmed the incident, but declined to reveal details.;;;;;;;;;;;;;;;;;;;;;
loading/tip156;On 18 Nov 2023, Ukrainian 58-year-old V'yacheslav Koval's'kij broke the world record for a long-distance kill with a sniper rifle, eliminating a Russian soldier from a distance of 3,800m, beating the previous record of 3,540m. The shot travelled for 9 seconds.;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip0;The Dicta Boelcke was the first air force tactical manual created. Written by Fliegertruppe Ace Oswald Boelcke in 1916, it detailed basic aerial manoeuvres for fighter combat.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/newbie/tip1;The proliferation of helicopters in military use saw the rebirth of Army Aviation. The helicopter's role as a low-altitude close-support platform allowed land-warfare branches to integrate an air-component to their tactical missions.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip2;The North American F-100 Super Sabre was the first supersonic fighter aircraft to enter operational service.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip3;"The title of the ""world's largest distributor of MiG parts"" is still retained by the F-86 Sabre, achieving 792 MiG kills for a kill loss ratio of 8:1.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/newbie/tip4;Many iconic late model American fighters in game such as P-51D-30 are depicted with post-1947 USAF roundels, with their subsequent designation change to F-51D-30. ;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip5;Unlike Western air forces, the Soviets never designed and adopted a native purpose-built jet-trainer, instead opting to build two-seat conversions of service aircraft.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip6;"Soviet aviator Boris Kovzan achieved not one but four aircraft kills via aerial ramming, known as ""taran"" in Russian.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip7;Famous Astronauts Neil Armstrong and Yurij Gagarin have rare collectible liveries featured in-game for the F9F-2 and MiG-15 respectively.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip8;The first 100 F-104's had seats that ejected ventrally to prevent the pilot hitting the aircraft's tail fin.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip9;South Africa was one of the first employers of modern reconnaissance drones in combat, deploying natively-built Kentron 'Champion' drones in Rhodesia for field-testing in 1978.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip10;The first three production blocks of the Spitfire Mk. IX were conversions from Mk. V airframes.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip11;IAF Airstrikes under Operation Focus (Mittsad Moḳed) executed on 5 Jun 1967 caused the destruction of close to 450 Arab aircraft mostly on the ground. The IAF lost only 19 in exchange.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip12;Westland's Lynx Demonstrator (Tail code G-LYNX) is a specially modified Lynx helicopter which broke the helicopter speed record topping out at 400.87 km/h in Aug 1986.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip13;Of the 22,948 American aircraft lost on combat missions, 18,418 (80.2%) were lost against the European Axis.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip14;Turbojet engines such as early General Electric J79 and Klimov RD-33 engines produced large amounts of black smoke due to incomplete combustion. This was sometimes addressed by tweaking the engine to produce higher average temperatures. However, this negatively impacted engine lifespan.;;;;;;;;;;;;;;;;;;;;;
