<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
unic_yorktown_1;Yorktown Class;USS Yorktown;USS Yorktown;Portaerei USA;USS Yorktown;USS Yorktown;"""Йорктаун""";USS Yorktown;USS Yorktown;USS Yorktown (CV-5);“\t约\t克\t城\t”\t号\t航\t空\t母\t舰;米海軍航空母艦\tヨークタウン;USS Yorktown;USS Yorktown;"""Йорктаун""";USS Yorktown;USS Yorktown;USS 요크타운;«Ёрктаўн»;USS Yorktown CV-5;USS 約克鎮號;“\t约\t克\t城\t”\t号\t航\t空\t母\t舰
unic_yorktown_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Yorktown;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;航空母艦;【\t航\t空\t母\t舰\t】
unic_soryu;Sōryū;IJN Sōryū;IJN Sōryū;Sōryū;KJM Sōryū;AIJ Sōryū;"""Сорю""";IJN Sōryū;Sórjú;Sōryū;“\t苍\t龙\t”\t号\t航\t空\t母\t舰;IJN Sōryū;MIJ Sōryū;IJN Sōryū;"""Сорю""";IJN Sorju;Szórjú;IJN 소류;«Сор'ю»;Sōryū;IJN 蒼龍號;【\t航\t空\t母\t舰\t】
unic_soryu_0;Sōryū Class Carrier, IJN Sōryū;IJN Sōryū;IJN Sōryū;Sōryū;KJM Sōryū;AIJ Sōryū;"""Сорю""";IJN Sōryū;Sórjú;Sōryū;“\t苍\t龙\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 蒼龍;MIJ Sōryū;IJN Sōryū;"""Сорю""";IJN Sorju;Szórjú;IJN 소류;«Сор'ю»;Sōryū;IJN 蒼龍號;【\t航\t空\t母\t舰\t】
unic_soryu_1;Sōryū Class;IJN Sōryū;IJN Sōryū;Portaerei Giapponese;KJM Sōryū;AIJ Sōryū;"""Сорю""";IJN Sōryū;Sórjú;Sōryū;“\t苍\t龙\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 蒼龍;MIJ Sōryū;IJN Sōryū;"""Сорю""";IJN Sorju;Szórjú;IJN 소류;«Сор'ю»;Sōryū;IJN 蒼龍號;【\t航\t空\t母\t舰\t】
unic_soryu_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Sórjú;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_hiryu;Hiryū;IJN Hiryū;IJN Hiryū;Hiryū;KJM Hiryū;AIJ Hiryū;"""Хирю""";IJN Hiryū;Hirjú;Hiryū;“\t飞\t龙\t”\t号\t航\t空\t母\t舰;IJN Hiryū;MIJ Hiryū;IJN Hiryū;"""Хірю""";IJN Hirju;Hirjú;IJN 히류;«Хір'ю»;Hiryū;IJN 飛龍號;【\t航\t空\t母\t舰\t】
unic_hiryu_0;Hiryū Class Carrier, Hiryū;IJN Hiryū;IJN Hiryū;Hiryū;KJM Hiryū;AIJ Hiryū;"""Хирю""";IJN Hiryū;Hirjú;Hiryū;“\t飞\t龙\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 飛龍;MIJ Hiryū;IJN Hiryū;"""Хірю""";IJN Hirju;Hirjú;IJN 히류;«Хір'ю»;Hiryū;IJN 飛龍號;【\t航\t空\t母\t舰\t】
unic_hiryu_1;Hiryū Class;IJN Hiryū;IJN Hiryū;Portaerei Giapponese;KJM Hiryū;AIJ Hiryū;"""Хирю""";IJN Hiryū;Hirjú;Hiryū;“\t飞\t龙\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 飛龍;MIJ Hiryū;IJN Hiryū;"""Хірю""";IJN Hirju;Hirjú;IJN 히류;«Хір'ю»;Hiryū;IJN 飛龍號;【\t航\t空\t母\t舰\t】
unic_hiryu_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Hirjú;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_kaga;Kaga;IJN Kaga;IJN Kaga;Kaga;KJM Kaga;AIJ Kaga;"""Кага""";IJN Kaga;Kaga;Kaga;“\t加\t贺\t”\t号\t航\t空\t母\t舰;IJN Kaga;MIJ Kaga;IJN Kaga;"""Кага""";IJN Kaga;Kaga;IJN 카가;«Кага»;Kaga;IJN 加賀號;【\t航\t空\t母\t舰\t】
unic_kaga_0;Kaga Class Carrier, Kaga;IJN Kaga;IJN Kaga;Kaga;KJM Kaga;Kaga;"""Кага""";IJN Kaga;Kaga;Kaga;“\t加\t贺\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 加賀;MIJ Kaga;IJN Kaga;"""Кага""";IJN Kaga;Kaga;IJN 카가;«Кага»;Kaga;IJN 加賀號;【\t航\t空\t母\t舰\t】
unic_kaga_1;Kaga Class;IJN Kaga;IJN Kaga;Portaerei Giapponese;KJM Kaga;Kaga;"""Кага""";IJN Kaga;Kaga;Kaga;“\t加\t贺\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 加賀;MIJ Kaga;IJN Kaga;"""Кага""";IJN Kaga;Kaga;IJN 카가;«Кага»;Kaga;IJN 加賀號;【\t航\t空\t母\t舰\t】
unic_kaga_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Kaga;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_akagi;Akagi;IJN Akagi;IJN Akagi;Akagi;KJM Akagi;Akagi;"""Акаги""";IJN Akagi;Akagi;Akagi;“\t赤\t城\t”\t号\t航\t空\t母\t舰;IJN Akagi;MIJ Akagi;IJN Akagi;"""Акагі""";IJN Akagi;Akagi;IJN 아카기;«Акагі»;Akagi;IJN 赤城號;【\t航\t空\t母\t舰\t】
unic_akagi_0;Akagi Class Carrier, Akagi;IJN Akagi;IJN Akagi;Akagi;KJM Akagi;Akagi;"""Акаги""";IJN Akagi;Akagi;Akagi;“\t赤\t城\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 赤城;MIJ Akagi;IJN Akagi;"""Акагі""";IJN Akagi;Akagi;IJN 아카기;«Акагі»;Akagi;IJN 赤城號;【\t航\t空\t母\t舰\t】
unic_akagi_1;Akagi Class;IJN Akagi;IJN Akagi;Portaerei Giapponese;KJM Akagi;Akagi;"""Акаги""";IJN Akagi;Akagi;Akagi;“\t赤\t城\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 赤城;MIJ Akagi;IJN Akagi;"""Акагі""";IJN Akagi;Akagi;IJN 아카기;«Акагі»;Akagi;IJN 赤城號;【\t航\t空\t母\t舰\t】
unic_akagi_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Akagi;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_shokaku;Shōkaku;IJN Shōkaku;IJN Shōkaku;Shōkaku;KJM Shōkaku;Shōkaku;"""Сёкаку""";IJN Shōkaku;Šókaku;Shōkaku;“\t翔\t鹤\t”\t号\t航\t空\t母\t舰;IJN Shōkaku;MIJ Shōkaku;IJN Shōkaku;"""Сьокаку""";IJN Šokaku;Sókaku;IJN 쇼카쿠;«Сёкаку»;Shōkaku;IJN 翔鶴號;【\t航\t空\t母\t舰\t】
unic_shokaku_0;Shōkaku Class Carrier, IJN Shōkaku;IJN Shōkaku;IJN Shōkaku;Shōkaku;KJM Shōkaku;Shōkaku;"""Сёкаку""";IJN Shōkaku;Šókaku;Shōkaku;“\t翔\t鹤\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 翔鶴;MIJ Shōkaku;IJN Shōkaku;"""Сьокаку""";IJN Šokaku;Sókaku;IJN 쇼카쿠;«Сёкаку»;Shōkaku;IJN 翔鶴號;【\t航\t空\t母\t舰\t】
unic_shokaku_1;Shōkaku Class;IJN Shōkaku;IJN Shōkaku;Portaerei Giapponese;KJM Shōkaku;Shōkaku;"""Сёкаку""";IJN Shōkaku;Šókaku;Shōkaku;“\t翔\t鹤\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 翔鶴;MIJ Shōkaku;IJN Shōkaku;"""Сьокаку""";IJN Šokaku;Sókaku;IJN 쇼카쿠;«Сёкаку»;Shōkaku;IJN 翔鶴號;【\t航\t空\t母\t舰\t】
unic_shokaku_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Šókaku;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_zuikaku;Zuikaku;IJN Zuikaku;IJN Zuikaku;Zuikaku;KJM Zuikaku;Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;Zuikaku;“\t瑞\t鹤\t”\t号\t航\t空\t母\t舰;IJN Zuikaku;MIJ Zuikaku;IJN Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;IJN 즈이카쿠;«Дзуйкаку»;Zuikaku;IJN 瑞鶴號;【\t航\t空\t母\t舰\t】
unic_zuikaku_0;Zuikaku Class Carrier, IJN Zuikaku;IJN Zuikaku;IJN Zuikaku;Zuikaku;KJM Zuikaku;Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;Zuikaku;“\t瑞\t鹤\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 瑞鶴;MIJ Zuikaku;IJN Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;IJN 즈이카쿠;«Дзуйкаку»;Zuikaku;IJN 瑞鶴號;【\t航\t空\t母\t舰\t】
unic_zuikaku_1;Zuikaku Class;IJN Zuikaku;IJN Zuikaku;Portaerei Giapponese;KJM Zuikaku;Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;Zuikaku;“\t瑞\t鹤\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 瑞鶴;MIJ Zuikaku;IJN Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;IJN 즈이카쿠;«Дзуйкаку»;Zuikaku;IJN 瑞鶴號;【\t航\t空\t母\t舰\t】
unic_zuikaku_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Zuikaku;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_saratoga;Saratoga (CV-3);USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga (CV-3);“\t萨\t拉\t托\t加\t”\t号\t航\t空\t母\t舰;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga (CV-3);USS 새러토가 CV-3;«Саратога» (CV-3);USS Saratoga CV-3;USS 薩拉托加號 CV-3;【\t航\t空\t母\t舰\t】
unic_saratoga_0;Lexington Class Carrier, USS Saratoga (CV-3);USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga CV-3 ;USS Saratoga (CV-3);“\t萨\t拉\t托\t加\t”\t号\t航\t空\t母\t舰;米海軍航空母艦\tサラトガ CV-3;USS Saratoga CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga (CV-3);USS 새러토가 CV-3;«Саратога» (CV-3);USS Saratoga CV-3;USS 薩拉托加號 CV-3;【\t航\t空\t母\t舰\t】
unic_saratoga_1;Lexington Class;USS Saratoga;USS Saratoga;Portaerei USA;USS Saratoga;USS Saratoga;"""Саратога""";USS Saratoga;USS Saratoga;USS Saratoga (CV-3);“\t萨\t拉\t托\t加\t”\t号\t航\t空\t母\t舰;米海軍航空母艦\tサラトガ;USS Saratoga;USS Saratoga;"""Саратога""";USS Saratoga;USS Saratoga;USS 새러토가;«Саратога»;USS Saratoga CV-3;USS 薩拉托加號;【\t航\t空\t母\t舰\t】
unic_saratoga_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Saratoga;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;航空母艦;【\t航\t空\t母\t舰\t】
unic_zuiho;Zuihō;IJN Zuiho;IJN Zuiho;Zuiho;KJM Zuiho;Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;Zuihō;“\t瑞\t凤\t”\t号\t航\t空\t母\t舰;IJN Zuiho;MIJ Zuiho;IJN Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;IJN 즈이호;«Дзуйхо»;Zuiho;IJN 瑞鳳號;【\t航\t空\t母\t舰\t】
unic_zuiho_0;Zuihō Class Carrier, IJN Zuihō;IJN Zuiho;IJN Zuiho;Zuiho;KJM Zuiho;Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;Zuihō;“\t瑞\t凤\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 瑞鳳;MIJ Zuiho;IJN Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;IJN 즈이호;«Дзуйхо»;Zuiho;IJN 瑞鳳號;【\t航\t空\t母\t舰\t】
unic_zuiho_1;Zuihō Class;IJN Zuiho;IJN Zuiho;Portaerei Giapponese;KJM Zuiho;Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;Zuihō;“\t瑞\t凤\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 瑞鳳;MIJ Zuiho;IJN Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;IJN 즈이호;«Дзуйхо»;Zuiho;IJN 瑞鳳號;【\t航\t空\t母\t舰\t】
unic_zuiho_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Zuihó;Uçak Gemisi;航\t空\t母\t舰;軽空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_wasp;Wasp (CV-7);USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp CV-7;USS Wasp (CV-7);“\t黄\t蜂\t”\t号\t航\t空\t母\t舰;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp (CV-7);USS 와스프 CV-7;«Уосп» (CV-7);USS Wasp CV-7;USS 胡蜂號 CV-7;【\t航\t空\t母\t舰\t】
unic_wasp_0;Yorktown Class Carrier, Wasp (CV-7);USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp CV-7 ;USS Wasp (CV-7);“\t黄\t蜂\t”\t号\t航\t空\t母\t舰;米海軍航空母艦\tワスプ CV-7;USS Wasp CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp (CV-7);USS 와스프 CV-7;«Уосп» (CV-7);USS Wasp CV-7;USS 胡蜂號 CV-7;【\t航\t空\t母\t舰\t】
unic_wasp_1;Yorktown Class;USS Wasp;USS Wasp;Portaerei USA;USS Wasp;USS Wasp;"""Уосп""";USS Wasp;USS Wasp;USS Wasp (CV-7);“\t黄\t蜂\t”\t号\t航\t空\t母\t舰;米海軍航空母艦\tワスプ;USS Wasp;USS Wasp;"""Уосп""";USS Wasp;USS Wasp;USS 와스프;«Уосп»;USS Wasp CV-7;USS 胡蜂號;【\t航\t空\t母\t舰\t】
unic_wasp_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Wasp;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;航空母艦;【\t航\t空\t母\t舰\t】
unic_lexington;Lexington (CV-2);USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;"""Лексингтон"" (CV-2)";USS Lexington CV-2;USS Lexington CV-2 ;USS Lexington (CV-2);“\t列\t克\t星\t敦\t”\t号\t航\t空\t母\t舰;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;"""Лексінгтон"" (CV-2)";USS Lexington CV-2;USS Lexington (CV-2);USS 렉싱턴 CV-2;«Лексінгтан» (CV-2);USS Lexington CV-2;USS 列星頓號 CV-2;【\t航\t空\t母\t舰\t】
unic_lexington_0;Lexington Class Carrier, USS Lexington (CV-2);USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;"""Лексингтон"" (CV-2)";USS Lexington CV-2;USS Lexington CV-2 ;USS Lexington (CV-2);“\t列\t克\t星\t敦\t”\t号\t航\t空\t母\t舰;米海軍航空母艦\tレキシントン CV-2;USS Lexington CV-2;USS Lexington CV-2;"""Лексінгтон"" (CV-2)";USS Lexington CV-2;USS Lexington (CV-2);USS 렉싱턴 CV-2;«Лексінгтан» (CV-2);USS Lexington CV-2;USS 列星頓號 CV-2;【\t航\t空\t母\t舰\t】
unic_lexington_1;Lexington Class;USS Lexington;USS Lexington;Portaerei USA;USS Lexington;USS Lexington;"""Лексингтон""";USS Lexington;USS Lexington;USS Lexington (CV-2);“\t列\t克\t星\t敦\t”\t号\t航\t空\t母\t舰;米海軍航空母艦\tレキシントン;USS Lexington;USS Lexington;"""Лексінгтон""";USS Lexington;USS Lexington;USS 렉싱턴;«Лексінгтан»;USS Lexington CV-2;USS 列星頓號;【\t航\t空\t母\t舰\t】
unic_lexington_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Lexington;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;航空母艦;【\t航\t空\t母\t舰\t】
unic_shoho;Shōhō;IJN Shoho;IJN Shoho;Shoho;KJM Shoho;Shoho;"""Сёхо""";IJN Shoho;Šóhó;Shōhō;“\t祥\t凤\t”\t号\t航\t空\t母\t舰;IJN Shoho;MIJ Shoho;IJN Shoho;"""Сьохо""";IJN Šoho;Sóhó;IJN 쇼호;«Сёхо»;Shoho;IJN 祥鳳號;【\t航\t空\t母\t舰\t】
unic_shoho_0;Shōhō Class Carrier, Shōhō;IJN Shoho;IJN Shoho;Shoho;KJM Shoho;Shoho;"""Сёхо""";IJN Shoho;Šóhó;Shōhō;“\t祥\t凤\t”\t号\t航\t空\t母\t舰;祥鳳;MIJ Shoho;IJN Shoho;"""Сьохо""";IJN Šoho;Sóhó;IJN 쇼호;«Сёхо»;Shoho;IJN 祥鳳號;【\t航\t空\t母\t舰\t】
unic_shoho_1;Shōhō Class;IJN Shoho;IJN Shoho;Portaerei Giapponese;KJM Shoho;Shoho;"""Сёхо""";IJN Shoho;Šóhó;Shōhō;“\t祥\t凤\t”\t号\t航\t空\t母\t舰;大日本帝國海軍 祥鳳;MIJ Shoho;IJN Shoho;"""Сьохо""";IJN Šoho;Sóhó;IJN 쇼호;«Сёхо»;Shoho;IJN 祥鳳號;【\t航\t空\t母\t舰\t】
unic_shoho_2;Carrier;Carrier;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Lotniskowiec;Šóhó;Uçak Gemisi;航\t空\t母\t舰;軽空母;Porta-aviões;Carrier;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航空母艦;【\t航\t空\t母\t舰\t】
unic_wheeler_hangar;Hangar;Hangar;Hangar;Hangar;Hangar;Hangar;Ангар;Hangar;hangár;Hangar;机\t库;Hangar;Hangar;Hangar;Ангар;Hangar;hangár;격납고;Ангар;Hangar;機庫;机\t库
unic_wheeler_hangar_0;Hangar;Hangar;Hangar;Hangar;Hangar;Hangar;Ангар;Hangar;hangár;Hangar;机\t库;格納庫;Hangar;Hangar;Ангар;Hangar;hangár;격납고;Ангар;Hangar;機庫;机\t库
unic_wheeler_hangar_1;Hangar;Hangar;Hangar;Hangar;Hangar;Hangar;Ангар;Hangar;hangár;Hangar;机\t库;格納庫;Hangar;Hangar;Ангар;Hangar;hangár;격납고;Ангар;Hangar;機庫;机\t库
unic_wheeler_hangar_2;Hangar;Hangar;Hangar;Hangar;Hangar;Hangar;Ангар;Hangar;hangár;Hangar;机\t库;格納庫;Hangar;Hangar;Ангар;Hangar;hangár;격납고;Ангар;Hangar;機庫;机\t库
ships/fishboat1_0;Boat;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Łódź;rybářský člun;Bot;渔\t船;ボート;Barco;Boat;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁船;渔\t船
ships/fishboat1_1;Boat;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Łódź;rybářský člun;Bot;渔\t船;ボート;Barco;Boat;Човен;Čamac;halászhajó;보트;Лодка;Barcă;漁船;渔\t船
ships/fishboat1_2;Boat;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Łódź;rybářský člun;Bot;渔\t船;ボート;Barco;Boat;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁船;渔\t船
ships/fishboat2_0;Boat;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Łódź;rybářský člun;Bot;渔\t船;ボート;Barco;Boat;Човен;Čamac;halászhajó;보트;Лодка;Barcă;漁船;渔\t船
ships/fishboat2_1;Boat;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Łódź;rybářský člun;Bot;渔\t船;ボート;Barco;Boat;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁船;渔\t船
ships/fishboat2_2;Boat;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Łódź;rybářský člun;Bot;渔\t船;ボート;Barco;Boat;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁船;渔\t船
ships/fishboat3_0;Boat;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Łódź;rybářský člun;Bot;渔\t船;ボート;Barco;Boat;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁船;渔\t船
