"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"engine_manufacturer/sfa";"Manufacturer: SFA";"SFA";"SFA";"SFA";"SFA";"SFA";"SFA";"SFA";"SFA";"瑞\t典\t航\t空\t发\t动\t机\t有\t限\t公\t司";"SFA";"SFA";"SFA";"SFA";"SFA";"SFA";"SFA";"SFA";"瑞\t瑞\t典\t航\t空\t發\t動\t機\t有\t限\t公\t司";"SW\t航\t空\t发\t动\t机\t有\t限\t公\t司";;
"engine_manufacturer/rolls-royce_turbomeca_limited";"Manufacturer: Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"罗\t尔\t斯\t-\t罗\t伊\t斯·透\t博\t梅\t卡\t有\t限\t公\t司";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca";"롤스로이스 터보메카 유한회사";"Rolls-Royce Turbomeca Limited";"Rolls-Royce Turbomeca Limited";"勞\t斯\t萊\t斯\t透\t博\t梅\t卡\t有\t限\t公\t司";"Rolls-Royce Turbomeca Limited\t（公\t司\t名）";;
"engine_manufacturer/saturn";"Manufacturer: Saturn";"Saturn";"Saturn";"Saturn";"Saturn";"Сатурн";"Saturn";"Saturn";"Saturn";"土\t星\t科\t研\t生\t产\t联\t合\t体";"Saturn";"Saturn";"Сатурн";"Saturn";"Saturn";"새턴";"Сатурн";"Saturn";"土\t星\t科\t研\t生\t產\t聯\t合\t體";"Saturn\t生\t产\t联\t合\t体";;
"engine_manufacturer/isaev";"Manufacturer: Isaev";"Isaev";"Isaev";"Isaev";"Isaev";"Исаев";"Isajew";"Isajev";"Isaev";"伊\t萨\t耶\t夫";"Isaev";"Isaev";"Ісаєв";"Isaev";"Iszajev";"이사에프";"Исаев";"Isaev";"伊\t薩\t耶\t夫";"Isaev";;
"engine_manufacturer/kolesov";"Manufacturer: Kolesov";"Kolesov";"Kolesov";"Kolesov";"Kolesov";"Колесов";"Kolesow";"Kolesov";"Kolesov";"科\t列\t索\t夫";"Kolesov";"Kolesov";"Колесов";"Kolesov";"Koleszov";"콜레조프";"Колесов";"Kolesov";"科\t列\t索\t夫";"Kolesov";;
"engine_manufacturer/lulka";"Manufacturer: A.Lulka";"A.Lulka";"A.Lulka";"A. Ljulka";"A.Lulka";"А.Люлька";"A. Lulka";"A.Lulka";"A.Lulka";"阿\t尔\t希\t普·留\t里\t卡";"A.Lulka";"A.Lulka";"А.Люлька";"A.Lulka";"A. Ljulka";"A. 룰카";"А.Люлька";"A.Lulka";"留\t里\t卡\t設\t計\t局";"A.Lulka";;
"engine_manufacturer/mtu_aero_engines";"Manufacturer: MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU 航\t空\t发\t动\t机\t公\t司";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU Aero Engines";"MTU 에어로 엔진";"MTU Aero Engines";"MTU Aero Engines";"MTU\t航\t空\t引\t擎\t公\t司";"MTU Aero Engines";;
"engine_manufacturer/ultraflight";"Manufacturer: UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"终\t极\t航\t空";"UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"UltraFlight";"울트라플라이트";"UltraFlight";"UltraFlight";"終\t極\t航\t空";"UltraFlight";;
"engine_manufacturer/super_engine";"Manufacturer: Super Engine";"Super Moteur";"Super Engine";"Super Engine";"Super Engine";"Супер двигатель";"Super Engine";"Super Engine";"Super Engine";"超\t级\t引\t擎";"Super Engine";"Super Engine";"Супер двигун";"Super Engine";"Super Engine";"슈퍼 엔진";"Супер двигатель";"Super Engine";"超\t級\t引\t擎";"Super Engine";;
"engine_manufacturer/w&p";"Manufacturer: W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"W&P";"普\t惠";"W&P";;
"engine_manufacturer/gnome";"Manufacturer: Gnome";"Gnome";"Gnome";"Gnome";"Gnome";"Гном";"Gnome";"Gnome";"Gnome";"诺\t姆";"Gnome";"Gnome";"Гном";"Gnome";"Gnome";"그놈";"Гном";"Gnome";"諾\t姆";"Gnome";;
"engine_manufacturer/zhuzhou_aero-engine_factory";"Manufacturer: Zhuzhou Aero-Engine Factory";"Usine de Moteurs d'Avions de Zhuzhou";"Zhuzhou Aero-Engine Factory";"Zhuzhou Aero-Engine Factory";"Fábrica de Motores Aéreos de Zhuzhou";"Zhuzhou Aero-Engine Factory";"Zhuzhou Aero-Engine Factory";"továrna na letecké motory Ču-čou";"Zhuzhou Aero-Engine Factory";"中\t国\t南\t方\t航\t空\t动\t力\t机\t械\t公\t司";"Zhuzhou Aero-Engine Factory";"Fábrica de Motores Aeronáuticos de Zhuzhou";"Чжучжоуський завод авіаційних двигунів";"Zhuzhou Aero-Engine Factory";"Zhuzhou Aero-Engine Factory";"주저우 항공기 엔진 생산 공장";"Zhuzhou Aero-Engine Factory";"Zhuzhou Aero-Engine Factory";"株\t洲\t南\t方\t航\t空\t動\t力\t機\t械\t公\t司";"Zhuzhou Aero-Engine Factory";;
"engine_manufacturer/umpo";"Manufacturer: UMPO";"UMPO";"UMPO";"UMPO";"UMPO";"УМПО";"UMPO";"UMPO";"UMPO";"乌\t法\t发\t动\t机\t生\t产\t联\t合\t体";"UMPO";"UMPO";"УМПО";"UMPO";"UMPO";"UMPO";"УМПО";"UMPO";"烏\t法\t發\t動\t機\t生\t產\t聯\t合\t體";"UMPO";;
"engine_manufacturer/xaec";"Manufacturer: XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"中\t国\t航\t发\t西\t安\t航\t空\t发\t动\t机";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";"XAEC";;
"//ENGINES";;;;;;;;;;;;;;;;;;;;;;;
"engine_model/jumo004d";"
Engine model: Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"ユモ 004D";"Jumo 004D";"Jumo 004D";"Džumo 004D";"Jumo 004D";"유모 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";"Jumo 004D";;
"engine_model/14m4/5";"
Engine model: 14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";"14M 4/5";;
"engine_model/hl230p30";"
Engine model: HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";"HL230 P30";;
"engine_model/mitsubishi_10zf_22wt";"Maufacturer: Mitsubishi Automotive Industry Company
Engine model: 10ZF 22WT";"10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";"Mitsubishi 10ZF 22WT";;
"engine_model/vk_105p";"
Engine model: VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"ВК-105П";"WK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"ВК-105П";"VK-105P";"VK-105P";"VK-105P";"ВК-105П";"VK-105P";"VK-105P";"VK-105P";;
"engine_model/vk_105pf";"
Engine model: VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"ВК-105ПФ";"WK-105PF";"VK-105PF";"VK-105PF";"VK 105PF";"VK-105PF";"VK-105PF";"ВК-105ПФ";"VK-105PF";"VK-105PF";"VK-105PF";"ВК-105ПФ";"VK-105PF";"VK 105PF";"VK 105PF";;
"engine_model/vk_105r";"
Engine model: VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"ВК-105Р";"WK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"ВК-105Р";"VK-105R";"VK-105R";"VK-105R";"ВК-105Р";"VK-105R";"VK-105R";"VK-105R";;
"engine_model/vk_107a";"
Engine model: M-107A";"M-107A";"M-107A";"M-107A";"M-107A";"М-107А";"M-107A";"M-107A";"M-107A";"M-107A";"M-107A";"M-107A";"M-107A";"M-107A";"M-107A";"M-107A";"М-107А";"M-107A";"M-107A";"M-107A";;
"engine_model/gtd_1000tf";"
Engine model: GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"ГТД-1000ТФ";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"ГТД-1000ТФ";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";"ГТД-1000ТФ";"GTD-1000TF";"GTD-1000TF";"GTD-1000TF";;
"engine_model/gtd_1250";"
Engine model: GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"ГТД-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"ГТД-1250";"GTD-1250";"GTD-1250";"GTD-1250";"ГТД-1250";"GTD-1250";"GTD-1250";"GTD-1250";;
"engine_model/udt_23t";"
Engine model: UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"УТД-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"УТД-23";"UTD-23";"UTD-23";"UTD-23";"УТД-23";"UTD-23";"UTD-23";"UTD-23";;
"engine_model/s12u";"
Engine model: S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";"S12U";;
"engine_model/M-82";"
Engine model: M-82";"M-82";"M-82";"M-82";"M-82";"М-82";"M-82";"M-82";"M-82";"M-82";"M-82";"M-82";"M-82";"M-82";"M-82";"M-82";"М-82";"M-82";"M-82";"M-82";;
"engine_model/M-82-f";"
Engine model: M-82F";"M-82F";"M-82F";"M-82F";"M-82F";"М-82Ф";"M-82F";"M-82F";"M-82F";"M-82F";"M-82-F";"M-82F";"М-82Ф";"M-82F";"M-82F";"M-82F";"М-82Ф";"M-82F";"M-82F";"M-82F";;
"engine_model/M-82-fn";"M-82FN";"M-82FN";"M-82FN";"M-82FN";"M-82FN";"М-82ФН";"M-82FN";"M-82FN";"M-82FN";"M-82FN";"M-82-FN";"M-82FN";"М-82ФН";"M-82FN";"M-82FN";"M-82FN";"М-82ФН";"M-82FN";"M-82FN";"M-82FN";;
"engine_model/rd-10";"
Engine model: RD-10";"RD-10";"RD-10";"RD-10";"RD-10";"РД-10";"RD-10";"RD-10";"RD-10";"RD-10";"RD-10";"RD-10";"РД-10";"RD-10";"RD-10";"RD-10";"РД-10";"RD-10";"RD-10";"RD-10";;
"engine_model/rd-500";"
Engine model: RD-500";"RD-500";"RD-500";"RD-500";"RD-500";"РД-500";"RD-500";"RD-500";"RD-500";"RD-500";"RD-500";"RD-500";"РД-500";"RD-500";"RD-500";"RD-500";"РД-500";"RD-500";"RD-500";"RD-500";;
"engine_model/rd-20";"
Engine model: RD-20A-2";"RD-20A-2";"RD-20A-2";"RD-20A-2";"RD-20A-2";"РД-20А-2";"RD-20A2";"RD-20A-2";"RD-20A-2";"RD-20A-2";"RD-20A-2";"RD-20A-2";"РД-20А-2";"RD-20A-2";"RD-20A-2";"RD-20A-2";"РД-20А-2";"RD-20A-2";"RD-20A-2";"RD-20A-2";;
"engine_model/rd-45f";"
Engine model: RD-45F";"RD-45F";"RD-45F";"RD-45F";"RD-45F";"РД-45Ф";"RD-45F";"RD-45F";"RD-45F";"RD-45F";"RD-45-F";"RD-45F";"РД-45Ф";"RD-45F";"RD-45F";"RD-45-F";"РД-45Ф";"RD-45F";"RD-45F";"RD-45F";;
"engine_model/vk-1";"
Engine model: VK-1";"VK-1";"VK-1";"VK-1";"VK-1";"ВК-1";"WK-1";"VK-1";"VK-1";"VK-1";"VK-1";"VK-1";"ВК-1";"VK-1";"VK-1";"VK-1";"ВК-1";"VK-1";"VK-1";"VK-1";;
"engine_model/tv3_117v";"
Engine model: TV3-117V";"TV3-117V";"TV3-117V";"TV3-117V";"TV3-117V";"ТВ3-117В";"TW3-117W";"TV3-117V";"TV3-117V";"TV3-117V";"TV3-117V";"TV3-117V";"ТВ3-117В";"TV3-117V";"TV3-117V";"TV3-117V";"ТВ3-117В";"TV3-117V";"TV3-117V";"TV3-117V";;
"engine_model/v_2_is";"
Engine model: V-2-IS";"V-2-IS";"V-2-IS";"V-2-IS";"V-2-IS";"В-2-ИС";"V-2-IS";"V-2-IS";"V-2-IS";"V-2-IS";"V-2-IS";"V-2-IS";"В-2-ІС";"V-2-IS";"V-2-ISz";"V-2-IS";"В-2-ИС";"V-2-IS";"V-2-IS";"V-2-IS";;
"engine_model/5tdf";"
Engine model: 5TDF";"5TDF";"5TDF";"5TDF";"5TDF";"5ТДФ";"5TDF";"5TDF";"5TDF";"5TDF";"5TDF";"5TDF";"5ТДФ";"5TDF";"5TDF";"5TDF";"5ТДФ";"5TDF";"5TDF";"5TDF";;
"engine_model/v_44";"
Engine model: V-44";"V-44";"V-44";"V-44";"V-44";"В-44";"W-44";"V-44";"V-44";"V-44";"V-44";"V-44";"В-44";"V-44";"V-44";"V-44";"В-44";"V-44";"V-44";"V-44";;
"engine_model/v_54";"
Engine model: V-54";"V-54";"V-54";"V-54";"V-54";"В-54";"W-54";"V-54";"V-54";"V-54";"V-54";"V-54";"В-54";"V-54";"V-54";"V-54";"В-54";"V-54";"V-54";"V-54";;
"engine_model/v_55v";"
Engine model: V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"В-55В";"W-55W";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"В-55В";"V-55V";"V-55V";"V-55V";"В-55В";"V-55V";"V-55V";"V-55V";;
"engine_model/v_46_2s1";"
Engine model: V-46-2s1";"V-46-2s1";"V-46-2s1";"V-46-2s1";"V-46-2s1";"В-46-2с1";"W-46-2s1";"V-46-2s1";"V-46-2s1";"V-46-2S1";"V-46-2s1";"V-46-2s1";"В-46-2с1";"V-46-2s1";"V-46-2Sz1";"V-46-2s1";"В-46-2с1";"V-46-2s1";"V-46-2S1";"V-46-2S1";;
"engine_model/v_46_5m";"
Engine model: V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"В-46-5М";"W-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"В-46-5М";"V-46-5M";"V-46-5M";"V-46-5M";"В-46-5М";"V-46-5M";"V-46-5M";"V-46-5M";;
"engine_model/v_46_6";"
Engine model: V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"В-46-6";"W-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"В-46-6";"V-46-6";"V-46-6";"V-46-6";"В-46-6";"V-46-6";"V-46-6";"V-46-6";;
"engine_model/v_84_1";"
Engine model: V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"В-84-1";"W-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"В-84-1";"V-84-1";"V-84-1";"V-84-1";"В-84-1";"V-84-1";"V-84-1";"V-84-1";;
"engine_model/v_92s2";"
Engine model: V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"В-92С2";"W-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"В-92С2";"V-92S2";"V-92Sz2";"V-92S2";"В-92С2";"V-92S2";"V-92S2";"V-92S2";;
"engine_model/v_92s2f";"
Engine model: V-92S2F";"V-92S2F";"V-92S2F";"V-92S2F";"V-92S2F";"В-92С2Ф";"W-92S2F";"V-92S2F";"V-92S2F";"V-92S2F";"V-92S2F";"V-92S2F";"В-92С2Ф";"V-92S2F";"V-92S2F";"V-92S2F";"В-92С2Ф";"V-92S2F";"V-92S2F";"V-92S2F";;
"engine_model/8va_34twk";"Manufacturer: Mitsubishi Automotive Industry Company
Engine model: 8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";"8VA 34TWK";;
"engine_model/2v_06_2";"
Engine model: 2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2В-06-2";"2W-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2В-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2В-06-2";"2V-06-2";"2V-06-2";"2V-06-2";;
"engine_model/2v_06_2s";"
Engine model: 2V-06-2S";"2V-06-2S";"2V-06-2S";"2V-06-2S";"2V-06-2S";"2В-06-2С";"2V-06-2S";"2V-06-2S";"2V-06-2S";"2V-06-2S";"2V-06-2S";"2V-06-2S";"2В-06-2С";"2V-06-2S";"2V-06-2S";"2V-06-2S";"2В-06-2С";"2V-06-2S";"2V-06-2S";"2V-06-2S";;
"engine_model/238v";"
Engine model: 238V";"238V";"238V";"238V";"238V";"238В";"238W";"238V";"238V";"238V";"238V";"238V";"238В";"238V";"238V";"238V";"238В";"238V";"238V";"238V";;
"engine_model/utd_29";"
Engine model: UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"УТД-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"УТД-29";"UTD-29";"UTD-29";"UTD-29";"УТД-29";"UTD-29";"UTD-29";"UTD-29";;
"engine_model/utd_20";"
Engine model: UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"УТД-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"УТД-20";"UTD-20";"UTD-20";"UTD-20";"УТД-20";"UTD-20";"UTD-20";"UTD-20";;
"engine_model/zis_16";"
Engine model: ZiS-16";"ZiS-16";"ZiS-16";"ZiS-16";"ZiS-16";"ЗиС-16";"ZiS-16";"ZiS-16";"ZiS-16";"ZiS-16";"ZiS-16";"ZiS-16";"ЗіС-16";"ZiS-16";"ZiSz-16";"ZiS-16";"ЗиС-16";"ZiS-16";"ZiS-16";"ZiS-16";;
"engine_model/2dg_8m";"
Engine model: 2DG-8M";"2DG-8M";"2DG-8M";"2DG-8M";"2DG-8M";"2ДГ-8М";"2DG-8M";"2DG-8M";"2DG-8M";"2DG-8M";"2DG-8M";"2DG-8M";"2ДГ-8М";"2DG-8M";"2DG-8M";"2DG-8M";"2ДГ-8М";"2DG-8M";"2DG-8M";"2DG-8M";;
"engine_model/740_632_400";"
Engine model: 740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";"740.632-400";;
"ENGINES_CLIPPED_LANG/KEEP_IT_ALWAYS_FIRST";;;;;;;;;;;;;;;;;;;;;"";
"engine_model/t53_l_11";"
Engine model: T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";"T53-L-11";;
"engine_model/t53_l_703";"
Engine model: T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";"T53-L-703";;
"engine_model/m-11d";"
Engine model: M-11D";"M-11D";"M-11D";"M-11D";"M-11D";"М-11Д";"M-11D";"M-11D";"M-11D";"M-11D";"M-11D";"M-11D";"M-11Д";"M-11D";"M-11D";"M-11D";"М-11Д";"M-11D";"M-11D";"M-11D";;
"engine_model/m-25a";"
Engine model: M-25A";"M-25A";"M-25A";"M-25A";"M-25A";"М-25А";"M-25A";"M-25A";"M-25A";"M-25A";"M-25a";"M-25A";"M-25A";"M-25A";"M-25A";"M-25A";"М-25А";"M-25A";"M-25A";"M-25A";;
"engine_model/m-22";"
Engine model: M-22";"M-22";"M-22";"M-22";"M-22";"М-22";"M-22";"M-22";"M-22";"M-22";"M-22";"M-22";"M-22";"M-22";"M-22";"M-22";"М-22";"M-22";"M-22";"M-22";;
"engine_model/m-25v";"
Engine model: M-25V";"M-25V";"M-25V";"M-25V";"M-25V";"М-25В";"M-25V";"M-25V";"M-25V";"M-25V";"M-25v";"M-25V";"М-25В";"M-25V";"M-25V";"M-25V";"М-25В";"M-25V";"M-25V";"M-25V";;
"engine_model/m-62";"
Engine model: AŠ-62";"M-62";"M-62";"M-62";"M-62";"М-62";"M-62";"M-62";"M-62";"M-62";"M-62";"M-62";"M-62";"M-62";"M-62";"M-62";"М-62";"M-62";"M-62";"M-62";;
"engine_model/m-63";"
Engine model: M-63";"M-63";"M-63";"M-63";"M-63";"М-63";"M-63";"M-63";"M-63";"M-63";"M-63";"M-63";"M-63";"M-63";"M-63";"M-63";"М-63";"M-63";"M-63";"M-63";;
"engine_model/am-35";"
Engine model: AM-35A";"AM-35A";"AM-35A";"AM-35A";"AM-35A";"АМ-35А";"AM-35A";"AM-35A";"AM-35A";"AM-35A";"Am-35a";"AM-35A";"AM-35A";"AM-35A";"AM-35A";"AM-35A";"АМ-35А";"AM-35A";"AM-35A";"AM-35A";;
"engine_model/m-71";"
Engine model: M-71";"M-71";"M-71";"M-71";"M-71";"М-71";"M-71";"M-71";"M-71";"M-71";"M-71";"M-71";"M-71";"M-71";"M-71";"M-71";"М-71";"M-71";"M-71";"M-71";;
"engine_model/m-88";"
Engine model: M-88";"M-88";"M-88";"M-88";"M-88";"М-88";"M-88";"M-88";"M-88";"M-88";"M-88";"M-88";"M-88";"M-88";"M-88";"M-88";"М-88";"M-88";"M-88";"M-88";;
"engine_model/am-38";"
Engine model: AM-38";"AM-38";"AM-38";"AM-38";"AM-38";"АМ-38";"Am-38";"AM-38";"AM-38";"AM-38";"Am-38";"AM-38";"AM-38";"AM-38";"AM-38";"AM-38";"АМ-38";"AM-38";"AM-38";"AM-38";;
"engine_model/am-38f";"
Engine model: AM-38F";"AM-38F";"AM-38F";"AM-38F";"AM-38F";"АМ-38Ф";"AM-38F";"AM-38F";"AM-38F";"AM-38F";"Am-38f";"AM-38F";"АМ-38Ф";"AM-38F";"AM-38F";"AM-38F";"АМ-38Ф";"AM-38F";"AM-38F";"AM-38F";;
"engine_model/am-42";"
Engine model: AM-42";"AM-42";"AM-42";"AM-42";"AM-42";"АМ-42";"Am-42";"AM-42";"AM-42";"AM-42";"Am-42";"AM-42";"AM-42";"AM-42";"AM-42";"AM-42";"АМ-42";"AM-42";"AM-42";"AM-42";;
"engine_model/am-71f";"
Engine model: M-71F";"M-71F";"M-71F";"M-71F";"M-71F";"M-71Ф";"M-71F";"M-71F";"M-71F";"M-71F";"M-71F";"M-71F";"М-71Ф";"M-71F";"M-71F";"M-71F";"M-71Ф";"M-71F";"M-71F";"M-71F";;
"engine_model/m-100";"
Engine model: M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";;
"engine_model/m-103a";"
Engine model: M-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103А";"M-103A";"M-103A";"M-103A";"M-103A";"M-103a";"M-103A";"М-103A";"M-103A";"M-103A";"M-103A";"M-103А";"M-103A";"M-103A";"M-103A";;
"engine_model/ach-30";"
Engine model: ACh-30";"ACh-30";"ACh-30";"ACh-30";"ACh-30";"АЧ-30";"ACz-30";"AČ-30";"ACh-30";"ACh-30";"ACH-30";"ACh-30";"АЧ-30";"ACh-30";"ACs-30";"ACh-30";"АЧ-30";"ACh-30";"ACh-30";"ACh-30";;
"engine_model/ash-73tk";"
Engine model: AŠ-73TK";"ASh-73TK";"ASh-73TK";"ASh-73TK";"ASh-73TK";"АШ-73ТК";"ASz-73TK";"AŠ-73TK";"ASh-73TK";"ASh-73TK";"ASH-73TK";"ASh-73TK";"АШ-73ТК";"ASh-73TK";"AS-73TK";"ASh-73TK";"АШ-73ТК";"ASh-73TK";"ASh-73TK";"ASh-73TK";;
"engine_model/kotobuki_41";"
Engine model: Kotobuki 41";"Kotobuki 41";"Kotobuki 41";"Kotobuki 41";"Kotobuki 41";"Котобуки 41";"Kotobuki-41";"Kotobuki 41";"Kotobuki-41";"寿\t四\t一\t型";"寿\t41型";"Kotobuki 41";"Котобукі 41";"Kotobuki 41";"Kotobuki 41";"코토부키 41형";"Kotobuki 41";"Kotobuki 41";"壽\t四\t一\t型";"寿\t四\t一\t型";;
"engine_model/sakae_12";"
Engine model: Sakae 12";"Sakae 12";"Sakae 12";"Sakae 12";"Sakae 12";"Сакае 12";"Sakae-12";"Sakae 12";"Sakae-12";"荣\t一\t二\t型";"栄\t12型";"Sakae 12";"Сакае 12";"Sakae 12";"Szakae 12";"사카에 12형";"Sakae 12";"Sakae 12";"榮\t一\t二\t型";"荣\t一\t二\t型";;
"engine_model/sakae_21";"
Engine model: Sakae 21";"Sakae 21";"Sakae 21";"Sakae 21";"Sakae 21";"Сакае 21";"Sakae-21";"Sakae 21";"Sakae-21";"荣\t二\t一\t型";"栄\t21型";"Sakae 21";"Сакае 12";"Sakae 21";"Szakae 21";"사카에 21형";"Sakae 21";"Sakae 21";"榮\t二\t一\t型";"荣\t二\t一\t型";;
